posX,posY,accX,accY,velX,velY
150.000000,415.000000,-5.000000,0.000000,-5.000000,0.000000
145.000000,415.000000,0.000000,0.000000,-5.000000,0.000000
140.000000,415.000000,0.000000,0.000000,-5.000000,0.000000
135.000000,415.000000,0.000000,0.000000,-5.000000,0.000000
130.000000,415.000000,0.000000,0.000000,-5.000000,0.000000
125.000000,415.000000,0.000000,0.000000,-5.000000,0.000000
125.000000,420.000000,5.000000,5.000000,0.000000,5.000000
125.000000,425.000000,0.000000,0.000000,0.000000,5.000000
125.000000,430.000000,0.000000,0.000000,0.000000,5.000000
125.000000,435.000000,0.000000,0.000000,0.000000,5.000000
125.000000,440.000000,0.000000,0.000000,0.000000,5.000000
125.000000,445.000000,0.000000,0.000000,0.000000,5.000000
125.000000,450.000000,0.000000,0.000000,0.000000,5.000000
120.000000,450.000000,-5.000000,-5.000000,-5.000000,0.000000
115.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
110.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
105.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
100.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
95.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
90.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
85.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
80.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
75.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
70.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
65.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
60.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
55.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
50.000000,450.000000,0.000000,0.000000,-5.000000,0.000000
50.000000,445.000000,5.000000,-5.000000,0.000000,-5.000000
50.000000,440.000000,0.000000,0.000000,0.000000,-5.000000
50.000000,435.000000,0.000000,0.000000,0.000000,-5.000000
50.000000,430.000000,0.000000,0.000000,0.000000,-5.000000
55.000000,430.000000,5.000000,5.000000,5.000000,0.000000
60.000000,430.000000,0.000000,0.000000,5.000000,0.000000
65.000000,430.000000,0.000000,0.000000,5.000000,0.000000
65.000000,425.000000,-5.000000,-5.000000,0.000000,-5.000000
65.000000,420.000000,0.000000,0.000000,0.000000,-5.000000
65.000000,415.000000,0.000000,0.000000,0.000000,-5.000000
65.000000,410.000000,0.000000,0.000000,0.000000,-5.000000
65.000000,405.000000,0.000000,0.000000,0.000000,-5.000000
65.000000,400.000000,0.000000,0.000000,0.000000,-5.000000
60.000000,400.000000,-5.000000,5.000000,-5.000000,0.000000
55.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
50.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
45.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
40.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
35.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
30.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
25.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
20.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
15.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
10.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
5.000000,400.000000,0.000000,0.000000,-5.000000,0.000000
5.000000,405.000000,5.000000,5.000000,0.000000,5.000000
5.000000,410.000000,0.000000,0.000000,0.000000,5.000000
5.000000,415.000000,0.000000,0.000000,0.000000,5.000000
10.000000,415.000000,5.000000,-5.000000,5.000000,0.000000
15.000000,415.000000,0.000000,0.000000,5.000000,0.000000
20.000000,415.000000,0.000000,0.000000,5.000000,0.000000
25.000000,415.000000,0.000000,0.000000,5.000000,0.000000
30.000000,415.000000,0.000000,0.000000,5.000000,0.000000
35.000000,415.000000,0.000000,0.000000,5.000000,0.000000
40.000000,415.000000,0.000000,0.000000,5.000000,0.000000
45.000000,415.000000,0.000000,0.000000,5.000000,0.000000
45.000000,410.000000,-5.000000,-5.000000,0.000000,-5.000000
45.000000,405.000000,0.000000,0.000000,0.000000,-5.000000
45.000000,400.000000,0.000000,0.000000,0.000000,-5.000000
45.000000,395.000000,0.000000,0.000000,0.000000,-5.000000
45.000000,390.000000,0.000000,0.000000,0.000000,-5.000000
45.000000,385.000000,0.000000,0.000000,0.000000,-5.000000
45.000000,380.000000,0.000000,0.000000,0.000000,-5.000000
50.000000,380.000000,5.000000,5.000000,5.000000,0.000000
55.000000,380.000000,0.000000,0.000000,5.000000,0.000000
60.000000,380.000000,0.000000,0.000000,5.000000,0.000000
65.000000,380.000000,0.000000,0.000000,5.000000,0.000000
70.000000,380.000000,0.000000,0.000000,5.000000,0.000000
75.000000,380.000000,0.000000,0.000000,5.000000,0.000000
80.000000,380.000000,0.000000,0.000000,5.000000,0.000000
85.000000,380.000000,0.000000,0.000000,5.000000,0.000000
90.000000,380.000000,0.000000,0.000000,5.000000,0.000000
95.000000,380.000000,0.000000,0.000000,5.000000,0.000000
100.000000,380.000000,0.000000,0.000000,5.000000,0.000000
105.000000,380.000000,0.000000,0.000000,5.000000,0.000000
110.000000,380.000000,0.000000,0.000000,5.000000,0.000000
110.000000,385.000000,-5.000000,5.000000,0.000000,5.000000
110.000000,390.000000,0.000000,0.000000,0.000000,5.000000
110.000000,395.000000,0.000000,0.000000,0.000000,5.000000
115.000000,395.000000,5.000000,-5.000000,5.000000,0.000000
120.000000,395.000000,0.000000,0.000000,5.000000,0.000000
125.000000,395.000000,0.000000,0.000000,5.000000,0.000000
130.000000,395.000000,0.000000,0.000000,5.000000,0.000000
135.000000,395.000000,0.000000,0.000000,5.000000,0.000000
135.000000,390.000000,-5.000000,-5.000000,0.000000,-5.000000
135.000000,385.000000,0.000000,0.000000,0.000000,-5.000000
135.000000,380.000000,0.000000,0.000000,0.000000,-5.000000
135.000000,375.000000,0.000000,0.000000,0.000000,-5.000000
135.000000,370.000000,0.000000,0.000000,0.000000,-5.000000
135.000000,365.000000,0.000000,0.000000,0.000000,-5.000000
130.000000,365.000000,-5.000000,5.000000,-5.000000,0.000000
125.000000,365.000000,0.000000,0.000000,-5.000000,0.000000
120.000000,365.000000,0.000000,0.000000,-5.000000,0.000000
120.000000,360.000000,5.000000,-5.000000,0.000000,-5.000000
120.000000,355.000000,0.000000,0.000000,0.000000,-5.000000
120.000000,350.000000,0.000000,0.000000,0.000000,-5.000000
