posX,posY,accX,accY,velX,velY
160.585000,153.430000,0.000000,-15.000000,0.000000,-15.000000
160.585000,138.430000,0.000000,0.000000,0.000000,-15.000000
160.585000,123.430000,0.000000,0.000000,0.000000,-15.000000
160.585000,120.620000,0.000000,12.190000,0.000000,-2.810000
133.395000,120.620000,-27.190000,2.810000,-27.190000,0.000000
118.395000,120.620000,12.190000,0.000000,-15.000000,0.000000
115.560000,120.620000,12.165000,0.000000,-2.835000,0.000000
97.980000,120.620000,-14.745000,0.000000,-17.580000,0.000000
73.690000,120.620000,-6.710000,0.000000,-24.290000,0.000000
58.395000,120.620000,8.995000,0.000000,-15.295000,0.000000
53.935000,120.620000,10.835000,0.000000,-4.460000,0.000000
53.935000,146.160000,4.460000,25.540000,0.000000,25.540000
53.935000,161.160000,0.000000,-10.540000,0.000000,15.000000
53.935000,168.430000,0.000000,-7.730000,0.000000,7.270000
76.665000,168.430000,22.730000,-7.270000,22.730000,0.000000
88.195000,168.430000,-11.200000,0.000000,11.530000,0.000000
88.195000,168.430000,-11.530000,0.000000,0.000000,0.000000
88.195000,168.430000,0.000000,0.000000,0.000000,0.000000
88.195000,168.430000,0.000000,0.000000,0.000000,0.000000
88.195000,168.430000,0.000000,0.000000,0.000000,0.000000
88.195000,168.430000,0.000000,0.000000,0.000000,0.000000
58.195000,168.430000,-30.000000,0.000000,-30.000000,0.000000
53.935000,168.430000,25.740000,0.000000,-4.260000,0.000000
41.865000,168.430000,-7.810000,0.000000,-12.070000,0.000000
24.865000,168.430000,-4.930000,0.000000,-17.000000,0.000000
24.865000,141.760000,17.000000,-26.670000,0.000000,-26.670000
24.865000,141.760000,0.000000,26.670000,0.000000,0.000000
24.865000,126.760000,0.000000,-15.000000,0.000000,-15.000000
24.865000,120.620000,0.000000,8.860000,0.000000,-6.140000
32.805000,120.620000,7.940000,6.140000,7.940000,0.000000
53.935000,120.620000,13.190000,0.000000,21.130000,0.000000
53.935000,145.410000,-21.130000,24.790000,0.000000,24.790000
53.935000,160.410000,0.000000,-9.790000,0.000000,15.000000
53.935000,168.430000,0.000000,-6.980000,0.000000,8.020000
75.915000,168.430000,21.980000,-8.020000,21.980000,0.000000
88.195000,168.430000,-9.700000,0.000000,12.280000,0.000000
88.195000,186.150000,-12.280000,17.720000,0.000000,17.720000
88.195000,201.150000,0.000000,-2.720000,0.000000,15.000000
88.195000,216.150000,0.000000,0.000000,0.000000,15.000000
88.195000,218.880000,0.000000,-12.270000,0.000000,2.730000
115.465000,218.880000,27.270000,-2.730000,27.270000,0.000000
130.465000,218.880000,-12.270000,0.000000,15.000000,0.000000
130.465000,218.880000,-15.000000,0.000000,0.000000,0.000000
130.465000,218.880000,0.000000,0.000000,0.000000,0.000000
130.465000,218.880000,0.000000,0.000000,0.000000,0.000000
130.465000,218.880000,0.000000,0.000000,0.000000,0.000000
115.465000,218.880000,-15.000000,0.000000,-15.000000,0.000000
100.465000,218.880000,0.000000,0.000000,-15.000000,0.000000
88.195000,218.880000,2.730000,0.000000,-12.270000,0.000000
70.465000,218.880000,-5.460000,0.000000,-17.730000,0.000000
55.465000,218.880000,2.730000,0.000000,-15.000000,0.000000
41.865000,218.880000,1.400000,0.000000,-13.600000,0.000000
25.465000,218.880000,-2.800000,0.000000,-16.400000,0.000000
10.465000,218.880000,1.400000,0.000000,-15.000000,0.000000
-4.535000,218.880000,0.000000,0.000000,-15.000000,0.000000
-19.535000,218.880000,0.000000,0.000000,-15.000000,0.000000
-21.865000,218.880000,12.670000,0.000000,-2.330000,0.000000
-21.865000,191.210000,2.330000,-27.670000,0.000000,-27.670000
-21.865000,176.210000,0.000000,12.670000,0.000000,-15.000000
-21.865000,168.430000,0.000000,7.220000,0.000000,-7.780000
-4.865000,168.430000,17.000000,7.780000,17.000000,0.000000
15.355000,168.430000,3.220000,0.000000,20.220000,0.000000
24.865000,168.430000,-10.710000,0.000000,9.510000,0.000000
41.865000,168.430000,7.490000,0.000000,17.000000,0.000000
53.935000,168.430000,-4.930000,0.000000,12.070000,0.000000
53.935000,147.010000,-12.070000,-21.420000,0.000000,-21.420000
53.935000,132.010000,0.000000,6.420000,0.000000,-15.000000
53.935000,120.620000,0.000000,3.610000,0.000000,-11.390000
72.545000,120.620000,18.610000,11.390000,18.610000,0.000000
73.690000,120.620000,-17.465000,0.000000,1.145000,0.000000
97.980000,120.620000,23.145000,0.000000,24.290000,0.000000
97.980000,120.620000,-24.290000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
73.690000,120.620000,-24.290000,0.000000,-24.290000,0.000000
73.690000,99.910000,24.290000,-20.710000,0.000000,-20.710000
73.690000,84.910000,0.000000,5.710000,0.000000,-15.000000
73.690000,73.065000,0.000000,3.155000,0.000000,-11.845000
73.890000,73.065000,0.200000,11.845000,0.200000,0.000000
106.845000,73.065000,32.755000,0.000000,32.955000,0.000000
115.560000,73.065000,-24.240000,0.000000,8.715000,0.000000
115.560000,94.350000,-8.715000,21.285000,0.000000,21.285000
115.560000,109.350000,0.000000,-6.285000,0.000000,15.000000
115.560000,120.620000,0.000000,-3.730000,0.000000,11.270000
97.980000,120.620000,-17.580000,-11.270000,-17.580000,0.000000
97.980000,120.620000,17.580000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,150.620000,0.000000,30.000000,0.000000,30.000000
97.980000,165.620000,0.000000,-15.000000,0.000000,15.000000
97.980000,168.430000,0.000000,-12.190000,0.000000,2.810000
88.195000,168.430000,-9.785000,-2.810000,-9.785000,0.000000
