posX,posY,accX,accY,velX,velY
345.115000,20.765000,0.000000,-8.000000,0.000000,-8.000000
345.115000,12.765000,0.000000,0.000000,0.000000,-8.000000
345.115000,4.765000,0.000000,0.000000,0.000000,-8.000000
345.115000,-3.235000,0.000000,0.000000,0.000000,-8.000000
345.115000,-8.765000,0.000000,2.470000,0.000000,-5.530000
334.645000,-8.765000,-10.470000,5.530000,-10.470000,0.000000
326.645000,-8.765000,2.470000,0.000000,-8.000000,0.000000
318.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
310.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
302.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
294.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
286.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
285.125000,-8.765000,6.480000,0.000000,-1.520000,0.000000
270.645000,-8.765000,-12.960000,0.000000,-14.480000,0.000000
262.645000,-8.765000,6.480000,0.000000,-8.000000,0.000000
254.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
246.645000,-8.765000,-0.000000,0.000000,-8.000000,0.000000
238.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
230.645000,-8.765000,0.000000,0.000000,-8.000000,0.000000
227.630000,-8.765000,4.985000,0.000000,-3.015000,0.000000
227.630000,4.220000,3.015000,12.985000,0.000000,12.985000
227.630000,12.220000,0.000000,-4.985000,0.000000,8.000000
227.630000,20.220000,0.000000,0.000000,0.000000,8.000000
227.630000,28.220000,0.000000,0.000000,0.000000,8.000000
227.630000,28.765000,0.000000,-7.455000,0.000000,0.545000
227.630000,28.765000,0.000000,-0.545000,0.000000,0.000000
227.630000,28.765000,0.000000,0.000000,0.000000,0.000000
227.630000,28.765000,0.000000,0.000000,0.000000,0.000000
227.630000,28.765000,0.000000,0.000000,0.000000,0.000000
227.630000,28.765000,0.000000,0.000000,0.000000,0.000000
243.630000,28.765000,16.000000,0.000000,16.000000,0.000000
