posX,posY,accX,accY,velX,velY
249.010000,218.880000,-10.000000,0.000000,-10.000000,0.000000
239.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
229.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
219.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
218.100000,218.880000,9.090000,0.000000,-0.910000,0.000000
199.010000,218.880000,-18.180000,0.000000,-19.090000,0.000000
189.010000,218.880000,9.090000,0.000000,-10.000000,0.000000
179.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
169.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
159.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
149.610000,218.880000,0.600000,0.000000,-9.400000,0.000000
139.010000,218.880000,-1.200000,0.000000,-10.600000,0.000000
129.010000,218.880000,0.600000,0.000000,-10.000000,0.000000
119.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
109.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
99.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
89.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
88.195000,218.880000,9.185000,0.000000,-0.815000,0.000000
69.010000,218.880000,-18.370000,0.000000,-19.185000,0.000000
59.010000,218.880000,9.185000,0.000000,-10.000000,0.000000
49.010000,218.880000,0.000000,0.000000,-10.000000,0.000000
41.865000,218.880000,2.855000,0.000000,-7.145000,0.000000
41.865000,206.025000,7.145000,-12.855000,0.000000,-12.855000
41.865000,196.025000,0.000000,2.855000,0.000000,-10.000000
41.865000,186.025000,0.000000,0.000000,0.000000,-10.000000
41.865000,176.025000,0.000000,0.000000,0.000000,-10.000000
41.865000,168.430000,0.000000,2.405000,0.000000,-7.595000
53.935000,168.430000,12.070000,7.595000,12.070000,0.000000
53.935000,158.095000,-12.070000,-10.335000,0.000000,-10.335000
53.935000,148.095000,0.000000,0.335000,0.000000,-10.000000
53.935000,138.095000,0.000000,0.000000,0.000000,-10.000000
53.935000,128.095000,0.000000,0.000000,0.000000,-10.000000
53.935000,120.620000,0.000000,2.525000,0.000000,-7.475000
41.410000,120.620000,-12.525000,7.475000,-12.525000,0.000000
32.805000,120.620000,3.920000,0.000000,-8.605000,0.000000
24.865000,120.620000,0.665000,0.000000,-7.940000,0.000000
24.865000,134.075000,7.940000,13.455000,0.000000,13.455000
24.865000,144.075000,0.000000,-3.455000,0.000000,10.000000
24.865000,154.075000,0.000000,0.000000,0.000000,10.000000
24.865000,164.075000,0.000000,0.000000,0.000000,10.000000
24.865000,168.430000,0.000000,-5.645000,0.000000,4.355000
40.510000,168.430000,15.645000,-4.355000,15.645000,0.000000
40.510000,168.430000,-15.645000,0.000000,0.000000,0.000000
40.510000,168.430000,0.000000,0.000000,0.000000,0.000000
40.510000,168.430000,0.000000,0.000000,0.000000,0.000000
40.510000,168.430000,0.000000,0.000000,0.000000,0.000000
30.510000,168.430000,-10.000000,0.000000,-10.000000,0.000000
24.865000,168.430000,4.355000,0.000000,-5.645000,0.000000
10.510000,168.430000,-8.710000,0.000000,-14.355000,0.000000
0.510000,168.430000,4.355000,0.000000,-10.000000,0.000000
-4.865000,168.430000,4.625000,0.000000,-5.375000,0.000000
-19.490000,168.430000,-9.250000,0.000000,-14.625000,0.000000
-21.865000,168.430000,12.250000,0.000000,-2.375000,0.000000
-21.865000,186.055000,2.375000,17.625000,0.000000,17.625000
-21.865000,196.055000,0.000000,-7.625000,0.000000,10.000000
-21.865000,206.055000,0.000000,0.000000,0.000000,10.000000
-21.865000,216.055000,0.000000,0.000000,0.000000,10.000000
-21.865000,218.880000,0.000000,-7.175000,0.000000,2.825000
-4.690000,218.880000,17.175000,-2.825000,17.175000,0.000000
5.310000,218.880000,-7.175000,0.000000,10.000000,0.000000
15.310000,218.880000,0.000000,0.000000,10.000000,0.000000
25.310000,218.880000,0.000000,0.000000,10.000000,0.000000
35.310000,218.880000,-0.000000,0.000000,10.000000,0.000000
41.865000,218.880000,-3.445000,0.000000,6.555000,0.000000
55.310000,218.880000,6.890000,0.000000,13.445000,0.000000
65.310000,218.880000,-3.445000,0.000000,10.000000,0.000000
