x_pos,y_pos,building_separation_m,street_width_m,avg_building_height_m,width,length
166.48334362380805,453.2472659970745,13.032472151679585,12.94695672243618,54.52828013119883,35.08682745546248,31.625849167942672
9.704477835680958,401.3765823457511,21.48682538931573,13.447604772096888,40.15280956198436,17.838665145886658,24.423892229683744
479.08145151172704,60.88181316437402,18.325818754549477,16.046731650404432,53.57335564451605,23.46058973973161,35.13061725165486
488.43128680529486,77.77345291913751,29.293891746962128,21.58508543711247,50.638195748812784,22.004776863120924,29.92939034943375
192.0665126671357,484.5639407980568,27.56674043657972,23.185877099892657,57.75425340819183,26.59537322188001,32.36789341285987
443.3547814357712,199.1616758770821,20.87142581898356,19.564180816764548,60.368440445792245,20.258750657129973,23.501855694102503
148.24829644067168,239.27636535881587,19.399461588727227,13.976907072264508,75.30130468389098,30.50625909727051,27.60188124578616
152.5961072258678,446.44653821120073,26.64246451418429,19.470637570440225,40.6724586791173,36.83386626711746,34.964704433861115
194.3547363114888,445.5101103179304,22.90293875012873,19.61800089069387,31.197057719841773,18.97770289499076,34.50582260430566
321.95396329312763,481.3060999592136,30.49075337521445,10.74879899848918,134.36877302823723,21.02854995727901,48.50274985624069
456.5666668339394,172.1121920534218,31.886853913188705,11.795152568386152,77.54251065068793,33.611143087896124,41.53400768628871
404.6761667003882,278.8712777087807,16.78242421620279,12.300801456992982,57.68118436904544,21.763109494830672,29.06651290989482
355.87243810371774,412.4316497417893,34.6960279547009,20.84835446931992,49.04389829418282,39.77973312138799,44.438203111737
222.6531386871482,482.8452688224187,19.087588394444985,15.940411963529703,42.65864503986784,26.154067454545476,28.627728787137897
89.55543640477882,330.9634519194136,17.764760471403026,17.401753037126728,70.86275389940609,33.86311456714918,36.12572758121093
138.43534046174634,243.250812927166,25.9668043300444,15.89046653025024,40.92217888765692,21.822667220980453,23.78183421040533
188.581945497713,475.85570043599415,29.62174670910205,18.389811070218755,70.03301458595013,27.016666270332834,19.97365480998426
245.70389155403765,362.4654808602056,33.401978518595456,11.355816436219,51.23003088256736,19.992788799395335,22.593781071771588
234.6835258554395,66.19068413231871,15.175593834178567,20.00484368653511,92.90415439733346,20.311287778781704,25.807812808095434
413.5819828924008,121.79983266348444,32.60669206353256,12.386067703561466,73.7363546355933,25.278535902704732,46.6569533305939
140.68211223270487,208.46891992097787,12.928927448484654,18.598457251226453,38.73028669258412,34.205110960240916,31.74829445311089
63.50230376122995,392.6504381275509,14.308345740084585,12.42621214461906,67.04955180149403,32.15432275069473,29.60959521838265
16.64861225835651,349.9826229468404,34.832284398085875,23.04651289318031,63.433199287832366,25.289790140102497,19.71074603761163
466.08976752663983,407.7909604372496,20.722888487421,21.3413270653906,67.55646157120543,22.071010666717896,15.445342903522038
211.1313587643186,304.0118190365011,20.429446873900083,19.69785568637476,127.28403443153243,21.96142174402354,37.4519237003864
483.9243486050238,361.8247360336413,12.98522288062399,14.66678585511912,34.119730821329775,16.829097888776023,24.306590351938482
319.3510207749858,228.01716867490785,27.979220961712755,10.959468052424173,141.29606624044064,29.497837688219732,18.38178100914633
161.80893138889607,284.8341584136271,16.96885265933255,14.905537480091068,78.9845033758937,26.377995561423525,17.82549970132227
190.81656151419116,350.8622886761433,23.13880566436917,13.095167653169856,43.967793450509646,28.629815769457498,42.96391987862661
75.83062909777804,134.6512694511978,29.726960376622777,15.098112161972278,80.92544936371128,22.173103710660662,45.84979097974881
72.96420131478182,19.258768751341197,29.10343756087644,17.125665546839695,58.60505442573261,19.775419346925975,33.38288593170427
325.91855043616306,190.01101262112877,21.50180285800963,22.512688915416327,66.0396666959321,18.18174607484081,33.56227478410109
198.00481599219623,95.99139063130424,24.904779027937288,23.66427277711028,69.81933157003965,23.304723851077362,27.402755169641047
151.97161573863448,344.7040118775252,14.752518553713028,23.044360626889063,129.19892504316948,36.08419605006914,46.486756250236056
313.2986332961774,400.9482176645416,25.863858953887345,20.949503588400773,91.35765065873876,34.1343197913874,28.502244520931125
188.4348994363336,460.12176000209,26.225761716661356,17.68792009733545,83.20698599223493,18.787995928736702,30.663489588812126
245.5974673497964,88.639457547876,29.759662498141463,10.755419296172663,53.46231780392888,25.77397074823797,34.44770548938459
469.1297568588423,397.8235880339718,16.222371100574385,14.299101584061464,83.54881421771394,38.58028277788311,32.625750725559655
70.13526875395438,238.55519247814,25.72875239451633,20.50580993506842,46.19056777550989,20.527377937003173,33.9616038020107
429.5504015080761,40.591633444070126,19.71906145148733,14.537902057865956,73.58428668982276,32.57920174913738,45.55915360858351
226.64908146262053,198.95773455229127,13.766964078581044,17.79774995749954,63.03689581968672,34.16667048901297,49.988516244133464
