x_pos,y_pos,building_separation_m,street_width_m,avg_building_height_m,width,length
1.8988765732926849,211.6865675176107,130.10837859742355,59.214955970387976,10.037231643528552,10.094133213178717,14.976734204084845
270.343687454472,439.08611589923487,131.90102444102982,30.32081626472401,14.603495355409295,11.151164020457614,16.077269780880567
357.7127954988968,61.4374369444497,112.05371040519267,46.88865134416744,22.188958230872444,15.075086141631324,13.174950705549227
452.3610510986665,214.75836747263628,146.8181511773762,37.04218295050271,22.58805219304052,17.16065391068686,11.835009643354141
98.86039921670758,41.1983061275189,81.72298027522285,36.46832001127308,18.038118126961614,5.848440129688473,17.054134567412568
255.06351854204152,76.24693322405768,113.28370060296334,38.57751212411179,12.6849058293841,14.032273432569399,18.908978423274895
393.55705752558544,12.471471938930778,111.51136840535594,52.32712612423349,17.858921336898735,15.699512238409918,14.969083954586303
391.8642740173562,419.4880547887668,147.377813798442,30.802035694909925,23.97537434191679,16.599156026724557,15.166637255623598
6.785708655549117,345.77271583067704,109.68707065079056,55.50831570144653,12.373007415022371,14.204270274682994,15.509448133954143
275.4202332342188,433.5171316245406,106.5819773927882,31.659361106767875,16.188206536073388,16.044995088255,19.89564892208334
351.789766453587,40.76449658284376,115.17319533080872,45.09392859389084,21.76812029245192,7.754794027845554,15.273590078500344
72.75353698226483,346.6071992192239,94.53070461603537,50.833568344969066,14.249914565233794,7.3007584650900075,10.371184018584845
458.20065155864097,187.15376948711287,141.01814050905702,51.58322913661126,22.071586356478377,10.387121844432846,13.883205856880068
120.52102882644084,413.2260185983589,137.04148458933105,51.45053784951483,12.600973784323848,6.218405546723833,8.092614320219695
283.00107531882395,183.90352064567637,123.6858855430064,49.28700014740099,16.907310841370546,12.282129825381158,7.316783778128832
29.586360517700083,488.4624415851719,120.4912754628826,32.42642863487858,22.853994948762637,11.208871423136749,10.929676924116112
404.8068636630253,378.7095964518165,126.27310559934304,34.66567127836454,24.96652967958372,17.93661471907471,10.101641171445532
473.92924065120434,359.27298781049785,80.56326920192663,39.06084078561801,22.2627972780414,7.418136356955657,15.127434644120328
189.6496021025124,390.5973696153848,129.17284046241036,43.61558001455855,10.156260680728415,10.70637267489854,11.335758682734859
306.1399848991566,448.10875448414265,125.77967720133624,42.39395215592784,13.979800408807227,6.263045784342605,6.098145670809139
401.3971879250116,486.1803950193194,116.45756022646748,40.24063221112314,15.78679823288277,11.524521983034226,11.881568765494443
220.36998829656685,25.46844359536632,108.97116486695106,59.67733903690523,17.221810658663365,17.215617771131193,5.700087123874025
382.9732521275368,294.37625336911424,106.66086536119376,36.71005059748471,10.491802126121213,19.566872225769227,5.066682478998015
313.9514513351219,356.8199897960094,132.16290067353572,58.46747606673775,22.14368422234084,14.915319624494058,16.201353695543606
373.3401856572726,389.1820415646368,86.13761438040284,36.697360527008094,16.562437049948727,12.543218453203435,7.065673633349294
