posX,posY,accX,accY,velX,velY
198.295000,168.430000,-8.000000,0.000000,-8.000000,0.000000
190.295000,168.430000,0.000000,0.000000,-8.000000,0.000000
182.295000,168.430000,0.000000,0.000000,-8.000000,0.000000
174.295000,168.430000,0.000000,0.000000,-8.000000,0.000000
166.295000,168.430000,0.000000,0.000000,-8.000000,0.000000
160.585000,168.430000,2.290000,0.000000,-5.710000,0.000000
150.295000,168.430000,-4.580000,0.000000,-10.290000,0.000000
149.610000,168.430000,9.605000,0.000000,-0.685000,0.000000
149.610000,183.745000,0.685000,15.315000,0.000000,15.315000
149.610000,183.745000,0.000000,-15.315000,0.000000,0.000000
149.610000,183.745000,0.000000,0.000000,0.000000,0.000000
149.610000,183.745000,0.000000,0.000000,0.000000,0.000000
149.610000,183.745000,0.000000,0.000000,0.000000,0.000000
149.610000,175.745000,0.000000,-8.000000,0.000000,-8.000000
149.610000,168.430000,0.000000,0.685000,0.000000,-7.315000
140.925000,168.430000,-8.685000,7.315000,-8.685000,0.000000
132.925000,168.430000,0.685000,0.000000,-8.000000,0.000000
124.925000,168.430000,0.000000,0.000000,-8.000000,0.000000
116.925000,168.430000,0.000000,0.000000,-8.000000,0.000000
108.925000,168.430000,0.000000,0.000000,-8.000000,0.000000
100.925000,168.430000,0.000000,0.000000,-8.000000,0.000000
97.980000,168.430000,5.055000,0.000000,-2.945000,0.000000
97.980000,155.375000,2.945000,-13.055000,0.000000,-13.055000
97.980000,147.375000,0.000000,5.055000,0.000000,-8.000000
97.980000,139.375000,0.000000,0.000000,0.000000,-8.000000
97.980000,131.375000,0.000000,0.000000,0.000000,-8.000000
97.980000,123.375000,0.000000,0.000000,0.000000,-8.000000
97.980000,120.620000,0.000000,5.245000,0.000000,-2.755000
97.980000,120.620000,0.000000,2.755000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
97.980000,120.620000,0.000000,0.000000,0.000000,0.000000
81.980000,120.620000,-16.000000,0.000000,-16.000000,0.000000
73.980000,120.620000,8.000000,0.000000,-8.000000,0.000000
73.690000,120.620000,7.710000,0.000000,-0.290000,0.000000
73.690000,104.910000,0.290000,-15.710000,0.000000,-15.710000
73.690000,96.910000,0.000000,7.710000,0.000000,-8.000000
73.690000,88.910000,0.000000,0.000000,0.000000,-8.000000
73.690000,80.910000,0.000000,0.000000,0.000000,-8.000000
73.690000,73.065000,0.000000,0.155000,0.000000,-7.845000
73.890000,73.065000,0.200000,7.845000,0.200000,0.000000
89.845000,73.065000,15.755000,0.000000,15.955000,0.000000
97.845000,73.065000,-7.955000,0.000000,8.000000,0.000000
105.845000,73.065000,0.000000,0.000000,8.000000,0.000000
113.845000,73.065000,0.000000,0.000000,8.000000,0.000000
115.560000,73.065000,-6.285000,0.000000,1.715000,0.000000
126.220000,73.065000,8.945000,0.000000,10.660000,0.000000
137.845000,73.065000,0.965000,0.000000,11.625000,0.000000
145.845000,73.065000,-3.625000,0.000000,8.000000,0.000000
153.845000,73.065000,-0.000000,0.000000,8.000000,0.000000
161.845000,73.065000,0.000000,0.000000,8.000000,0.000000
168.095000,73.065000,-1.750000,0.000000,6.250000,0.000000
