posX,posY,accX,accY,velX,velY
238.055000,120.620000,0.000000,0.000000,0.000000,0.000000
238.055000,120.620000,0.000000,0.000000,0.000000,0.000000
238.055000,120.620000,0.000000,0.000000,0.000000,0.000000
238.055000,120.620000,0.000000,0.000000,0.000000,0.000000
238.055000,120.620000,0.000000,0.000000,0.000000,0.000000
238.055000,90.620000,0.000000,-30.000000,0.000000,-30.000000
238.055000,75.620000,0.000000,15.000000,0.000000,-15.000000
238.055000,73.065000,0.000000,12.445000,0.000000,-2.555000
210.610000,73.065000,-27.445000,2.555000,-27.445000,0.000000
199.120000,73.065000,15.955000,0.000000,-11.490000,0.000000
180.610000,73.065000,-7.020000,0.000000,-18.510000,0.000000
171.715000,73.065000,9.615000,0.000000,-8.895000,0.000000
171.715000,51.960000,8.895000,-21.105000,0.000000,-21.105000
171.715000,36.960000,0.000000,6.105000,0.000000,-15.000000
171.715000,28.765000,0.000000,6.805000,0.000000,-8.195000
193.520000,28.765000,21.805000,8.195000,21.805000,0.000000
199.120000,28.765000,-16.205000,0.000000,5.600000,0.000000
223.520000,28.765000,18.800000,0.000000,24.400000,0.000000
227.630000,28.765000,-20.290000,0.000000,4.110000,0.000000
253.520000,28.765000,21.780000,0.000000,25.890000,0.000000
268.520000,28.765000,-10.890000,0.000000,15.000000,0.000000
283.520000,28.765000,0.000000,0.000000,15.000000,0.000000
285.125000,28.765000,-13.395000,0.000000,1.605000,0.000000
285.125000,0.370000,-1.605000,-28.395000,0.000000,-28.395000
285.125000,-8.765000,0.000000,19.260000,0.000000,-9.135000
264.260000,-8.765000,-20.865000,9.135000,-20.865000,0.000000
249.260000,-8.765000,5.865000,0.000000,-15.000000,0.000000
234.260000,-8.765000,0.000000,0.000000,-15.000000,0.000000
227.630000,-8.765000,8.370000,0.000000,-6.630000,0.000000
204.260000,-8.765000,-16.740000,0.000000,-23.370000,0.000000
189.260000,-8.765000,8.370000,0.000000,-15.000000,0.000000
174.260000,-8.765000,0.000000,0.000000,-15.000000,0.000000
159.260000,-8.765000,0.000000,0.000000,-15.000000,0.000000
148.905000,-8.765000,4.645000,0.000000,-10.355000,0.000000
129.260000,-8.765000,-9.290000,0.000000,-19.645000,0.000000
114.260000,-8.765000,4.645000,0.000000,-15.000000,0.000000
99.260000,-8.765000,0.000000,0.000000,-15.000000,0.000000
84.260000,-8.765000,0.000000,0.000000,-15.000000,0.000000
69.260000,-8.765000,0.000000,0.000000,-15.000000,0.000000
54.480000,-8.765000,0.220000,0.000000,-14.780000,0.000000
54.480000,-8.765000,14.780000,0.000000,0.000000,0.000000
54.480000,6.455000,0.000000,15.220000,0.000000,15.220000
54.480000,21.455000,0.000000,-0.220000,0.000000,15.000000
54.480000,28.765000,0.000000,-7.690000,0.000000,7.310000
73.890000,28.765000,19.410000,-7.310000,19.410000,0.000000
92.170000,28.765000,-1.130000,0.000000,18.280000,0.000000
107.170000,28.765000,-3.280000,0.000000,15.000000,0.000000
122.170000,28.765000,0.000000,0.000000,15.000000,0.000000
126.220000,28.765000,-10.950000,0.000000,4.050000,0.000000
148.905000,28.765000,18.635000,0.000000,22.685000,0.000000
148.905000,10.500000,-22.685000,-18.265000,0.000000,-18.265000
148.905000,-4.500000,0.000000,3.265000,0.000000,-15.000000
148.905000,-8.765000,0.000000,10.735000,0.000000,-4.265000
123.170000,-8.765000,-25.735000,4.265000,-25.735000,0.000000
108.170000,-8.765000,10.735000,0.000000,-15.000000,0.000000
93.170000,-8.765000,0.000000,0.000000,-15.000000,0.000000
78.170000,-8.765000,0.000000,0.000000,-15.000000,0.000000
63.170000,-8.765000,0.000000,0.000000,-15.000000,0.000000
54.480000,-8.765000,6.310000,0.000000,-8.690000,0.000000
54.480000,12.545000,8.690000,21.310000,0.000000,21.310000
54.480000,27.545000,0.000000,-6.310000,0.000000,15.000000
54.480000,28.765000,0.000000,-13.780000,0.000000,1.220000
73.890000,28.765000,19.410000,-1.220000,19.410000,0.000000
98.260000,28.765000,4.960000,0.000000,24.370000,0.000000
113.260000,28.765000,-9.370000,0.000000,15.000000,0.000000
126.220000,28.765000,-2.040000,0.000000,12.960000,0.000000
126.220000,45.805000,-12.960000,17.040000,0.000000,17.040000
126.220000,60.805000,0.000000,-2.040000,0.000000,15.000000
126.220000,73.065000,0.000000,-2.740000,0.000000,12.260000
143.960000,73.065000,17.740000,-12.260000,17.740000,0.000000
158.960000,73.065000,-2.740000,0.000000,15.000000,0.000000
168.095000,73.065000,-5.865000,0.000000,9.135000,0.000000
168.095000,93.930000,-9.135000,20.865000,0.000000,20.865000
168.095000,108.930000,0.000000,-5.865000,0.000000,15.000000
168.095000,120.620000,0.000000,-3.310000,0.000000,11.690000
160.585000,120.620000,-7.510000,-11.690000,-7.510000,0.000000
134.785000,120.620000,-18.290000,0.000000,-25.800000,0.000000
119.785000,120.620000,10.800000,0.000000,-15.000000,0.000000
119.785000,120.620000,15.000000,0.000000,0.000000,0.000000
119.785000,120.620000,0.000000,0.000000,0.000000,0.000000
119.785000,120.620000,0.000000,0.000000,0.000000,0.000000
119.785000,120.620000,0.000000,0.000000,0.000000,0.000000
134.785000,120.620000,15.000000,0.000000,15.000000,0.000000
149.785000,120.620000,0.000000,0.000000,15.000000,0.000000
160.585000,120.620000,-4.200000,0.000000,10.800000,0.000000
160.585000,139.820000,-10.800000,19.200000,0.000000,19.200000
160.585000,154.820000,0.000000,-4.200000,0.000000,15.000000
160.585000,168.430000,0.000000,-1.390000,0.000000,13.610000
149.610000,168.430000,-10.975000,-13.610000,-10.975000,0.000000
149.610000,188.845000,10.975000,20.415000,0.000000,20.415000
149.610000,188.845000,0.000000,-20.415000,0.000000,0.000000
149.610000,203.845000,0.000000,15.000000,0.000000,15.000000
149.610000,218.845000,0.000000,0.000000,0.000000,15.000000
149.610000,218.880000,0.000000,-14.965000,0.000000,0.035000
179.575000,218.880000,29.965000,-0.035000,29.965000,0.000000
194.575000,218.880000,-14.965000,0.000000,15.000000,0.000000
194.575000,218.880000,-15.000000,0.000000,0.000000,0.000000
194.575000,218.880000,0.000000,0.000000,0.000000,0.000000
194.575000,218.880000,0.000000,0.000000,0.000000,0.000000
194.575000,218.880000,0.000000,0.000000,0.000000,0.000000
179.575000,218.880000,-15.000000,0.000000,-15.000000,0.000000
164.575000,218.880000,0.000000,0.000000,-15.000000,0.000000
149.610000,218.880000,0.035000,0.000000,-14.965000,0.000000
134.575000,218.880000,-0.070000,0.000000,-15.035000,0.000000
119.575000,218.880000,0.035000,0.000000,-15.000000,0.000000
104.575000,218.880000,0.000000,0.000000,-15.000000,0.000000
89.575000,218.880000,0.000000,0.000000,-15.000000,0.000000
88.195000,218.880000,13.620000,0.000000,-1.380000,0.000000
88.195000,190.260000,1.380000,-28.620000,0.000000,-28.620000
88.195000,175.260000,0.000000,13.620000,0.000000,-15.000000
88.195000,168.430000,0.000000,8.170000,0.000000,-6.830000
97.980000,168.430000,9.785000,6.830000,9.785000,0.000000
97.980000,168.430000,-9.785000,0.000000,0.000000,0.000000
97.980000,168.430000,0.000000,0.000000,0.000000,0.000000
97.980000,168.430000,0.000000,0.000000,0.000000,0.000000
97.980000,168.430000,0.000000,0.000000,0.000000,0.000000
97.980000,168.430000,0.000000,0.000000,0.000000,0.000000
127.980000,168.430000,30.000000,0.000000,30.000000,0.000000
142.980000,168.430000,-15.000000,0.000000,15.000000,0.000000
149.610000,168.430000,-8.370000,0.000000,6.630000,0.000000
160.585000,168.430000,4.345000,0.000000,10.975000,0.000000
160.585000,168.430000,-10.975000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
149.610000,168.430000,-10.975000,0.000000,-10.975000,0.000000
149.610000,168.430000,10.975000,0.000000,0.000000,0.000000
149.610000,168.430000,0.000000,0.000000,0.000000,0.000000
149.610000,168.430000,0.000000,0.000000,0.000000,0.000000
149.610000,168.430000,0.000000,0.000000,0.000000,0.000000
149.610000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,10.975000,0.000000,10.975000,0.000000
160.585000,168.430000,-10.975000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,168.430000,0.000000,0.000000,0.000000,0.000000
160.585000,138.430000,0.000000,-30.000000,0.000000,-30.000000
160.585000,123.430000,0.000000,15.000000,0.000000,-15.000000
160.585000,120.620000,0.000000,12.190000,0.000000,-2.810000
