posX,posY,accX,accY,velX,velY
196.295000,168.430000,-10.000000,0.000000,-10.000000,0.000000
186.295000,168.430000,0.000000,0.000000,-10.000000,0.000000
176.295000,168.430000,0.000000,0.000000,-10.000000,0.000000
166.295000,168.430000,0.000000,0.000000,-10.000000,0.000000
160.585000,168.430000,4.290000,0.000000,-5.710000,0.000000
149.610000,168.430000,-5.265000,0.000000,-10.975000,0.000000
149.610000,181.745000,10.975000,13.315000,0.000000,13.315000
149.610000,181.745000,0.000000,-13.315000,0.000000,0.000000
149.610000,181.745000,0.000000,0.000000,0.000000,0.000000
149.610000,181.745000,0.000000,0.000000,0.000000,0.000000
149.610000,181.745000,0.000000,0.000000,0.000000,0.000000
149.610000,181.745000,0.000000,0.000000,0.000000,0.000000
149.610000,181.745000,0.000000,0.000000,0.000000,0.000000
149.610000,181.745000,0.000000,0.000000,0.000000,0.000000
149.610000,171.745000,0.000000,-10.000000,0.000000,-10.000000
149.610000,168.430000,0.000000,6.685000,0.000000,-3.315000
160.585000,168.430000,10.975000,3.315000,10.975000,0.000000
176.295000,168.430000,4.735000,0.000000,15.710000,0.000000
186.295000,168.430000,-5.710000,0.000000,10.000000,0.000000
196.295000,168.430000,0.000000,0.000000,10.000000,0.000000
196.295000,168.430000,-10.000000,0.000000,0.000000,0.000000
196.295000,168.430000,0.000000,0.000000,0.000000,0.000000
206.295000,168.430000,10.000000,0.000000,10.000000,0.000000
216.295000,168.430000,0.000000,0.000000,10.000000,0.000000
218.100000,168.430000,-8.195000,0.000000,1.805000,0.000000
218.100000,168.430000,-1.805000,0.000000,0.000000,0.000000
218.100000,168.430000,0.000000,0.000000,0.000000,0.000000
218.100000,168.430000,0.000000,0.000000,0.000000,0.000000
218.100000,186.625000,0.000000,18.195000,0.000000,18.195000
218.100000,196.625000,0.000000,-8.195000,0.000000,10.000000
218.100000,196.625000,0.000000,-10.000000,0.000000,0.000000
218.100000,206.625000,0.000000,10.000000,0.000000,10.000000
218.100000,216.625000,0.000000,0.000000,0.000000,10.000000
218.100000,218.880000,0.000000,-7.745000,0.000000,2.255000
218.100000,218.880000,0.000000,-2.255000,0.000000,0.000000
218.100000,218.880000,0.000000,0.000000,0.000000,0.000000
218.100000,218.880000,0.000000,0.000000,0.000000,0.000000
218.100000,218.880000,0.000000,0.000000,0.000000,0.000000
218.100000,218.880000,0.000000,0.000000,0.000000,0.000000
198.100000,218.880000,-20.000000,0.000000,-20.000000,0.000000
188.100000,218.880000,10.000000,0.000000,-10.000000,0.000000
178.100000,218.880000,0.000000,0.000000,-10.000000,0.000000
168.100000,218.880000,0.000000,0.000000,-10.000000,0.000000
158.100000,218.880000,0.000000,0.000000,-10.000000,0.000000
149.610000,218.880000,1.510000,0.000000,-8.490000,0.000000
138.100000,218.880000,-3.020000,0.000000,-11.510000,0.000000
128.100000,218.880000,1.510000,0.000000,-10.000000,0.000000
118.100000,218.880000,0.000000,0.000000,-10.000000,0.000000
108.100000,218.880000,0.000000,0.000000,-10.000000,0.000000
98.100000,218.880000,0.000000,0.000000,-10.000000,0.000000
