posX,posY,accX,accY,velX,velY
345.115000,18.765000,0.000000,-10.000000,0.000000,-10.000000
345.115000,8.765000,0.000000,0.000000,0.000000,-10.000000
345.115000,-1.235000,0.000000,0.000000,0.000000,-10.000000
345.115000,-8.765000,0.000000,2.470000,0.000000,-7.530000
332.645000,-8.765000,-12.470000,7.530000,-12.470000,0.000000
322.645000,-8.765000,2.470000,0.000000,-10.000000,0.000000
312.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
302.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
292.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
285.125000,-8.765000,2.480000,0.000000,-7.520000,0.000000
272.645000,-8.765000,-4.960000,0.000000,-12.480000,0.000000
262.645000,-8.765000,2.480000,0.000000,-10.000000,0.000000
252.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
242.645000,-8.765000,-0.000000,0.000000,-10.000000,0.000000
232.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
227.630000,-8.765000,4.985000,0.000000,-5.015000,0.000000
212.645000,-8.765000,-9.970000,0.000000,-14.985000,0.000000
202.645000,-8.765000,4.985000,0.000000,-10.000000,0.000000
192.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
182.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
172.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
162.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
152.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
148.905000,-8.765000,6.260000,0.000000,-3.740000,0.000000
132.645000,-8.765000,-12.520000,0.000000,-16.260000,0.000000
122.645000,-8.765000,6.260000,0.000000,-10.000000,0.000000
112.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
102.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
92.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
82.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
72.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
62.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
54.480000,-8.765000,1.835000,0.000000,-8.165000,0.000000
42.645000,-8.765000,-3.670000,0.000000,-11.835000,0.000000
32.645000,-8.765000,1.835000,0.000000,-10.000000,0.000000
22.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
12.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
2.645000,-8.765000,0.000000,0.000000,-10.000000,0.000000
-7.355000,-8.765000,-0.000000,0.000000,-10.000000,0.000000
-17.355000,-8.765000,0.000000,0.000000,-10.000000,0.000000
-27.355000,-8.765000,-0.000000,0.000000,-10.000000,0.000000
-34.480000,-8.765000,2.875000,0.000000,-7.125000,0.000000
-34.480000,4.110000,7.125000,12.875000,0.000000,12.875000
-34.480000,14.110000,0.000000,-2.875000,0.000000,10.000000
